city,timestamp,temperature_c,humidity_pct,wind_speed_kmh,precipitation_mm,weather_condition
Bordeaux,15/02/2024 16:00,5.8,46.8,2.5,0.0,nuageux
Toulouse,2024-05-26 13:00:00,"23,0",64.5,36.9,0.0,nuageux
Rouen,04/16/2024 10:00:00,10.8,85.8,31.6,0.0,brumeux
Toulouse,2024-01-17 22:00:00,5.5,60.5,0.7,0.0,pluvieux
Lyon,2024-02-29 15:00:00,0.4,86.9,20.3,0.0,nuageux
Rouen,2024-04-04T09:00:00,12.4,94.5,11.7,0.0,nuageux
Paris,01/20/2024 07:00:00,1.4,74.8,18.0,0.0,neigeux
Bordeaux,2024-06-09 10:00:00,30.8,44.9,15.7,1.7,pluvieux
Lille,16/03/2024 14:00,10.8,46.7,6.4,4.6,pluvieux
Toulouse,11/01/2024 15:00,"8,7",51.7,8.1,0.0,brumeux
Grenoble,2024-02-10 22:00:00,-1.3,145.0,6.4,0.0,nuageux
Lyon,03/06/2024 07:00,28.6,55.9,21.7,0.0,nuageux
Bordeaux,2024-02-08T22:00:00,7.6,90.6,30.2,0.0,nuageux
Lille,2024-06-18T17:00:00,17.1,80.9,26.7,0.0,brumeux
Marseille,03/10/2024 20:00:00,15.8,45.7,43.6,0.0,brumeux
Grenoble,2024-02-20T02:00:00,4.7,78.7,44.3,0.0,pluvieux
Strasbourg,06/21/2024 05:00:00,17.8,52.4,46.4,0.0,nuageux
Lille,29/05/2024 07:00,12.9,75.7,6.7,7.2,pluvieux
Bordeaux,2024-04-05 14:00:00,24.8,85.4,10.4,0.0,brumeux
Grenoble,03/30/2024 23:00:00,19.3,84.8,7.3,0.0,nuageux
Strasbourg,2024-04-23 20:00:00,16.1,81.9,14.5,0.0,brumeux
Paris,04/11/2024 14:00:00,21.7,46.2,1.4,7.7,orageux
Nantes,01/19/2024 15:00:00,"-2,3",54.8,30.6,0.0,nuageux
Strasbourg,02/04/2024 09:00:00,10.5,67.6,20.3,9.3,orageux
Toulouse,01/28/2024 14:00:00,14.0,74.3,6.5,9.7,orageux
Lyon,04/04/2024 11:00,14.9,89.8,18.4,0.0,brumeux
Lille,2024-06-22T17:00:00,29.0,75.4,3.7,0.0,ensoleille
Rouen,2024-03-17T21:00:00,9.6,43.9,26.5,7.6,orageux
Marseille,2024-03-02T14:00:00,19.5,56.4,46.3,0.0,orageux
Marseille,2024-06-13T10:00:00,27.0,75.4,47.6,0.0,nuageux
Rouen,01/07/2024 03:00:00,"4,3",82.1,5.1,0.0,nuageux
Bordeaux,15/03/2024 07:00,13.9,73.1,19.0,0.0,nuageux
Nantes,01/01/2024 09:00,7.1,94.4,12.3,0.0,brumeux
Bordeaux,03/01/2024 01:00:00,18.0,55.0,13.3,0.0,pluvieux
Nantes,05/30/2024 06:00:00,8.8,84.6,10.1,7.3,pluvieux
Bordeaux,26/05/2024 01:00,"16,5",47.3,41.8,0.0,pluvieux
Grenoble,2024-06-11 12:00:00,32.5,69.8,48.9,3.9,pluvieux
Lille,2024-03-08T19:00:00,6.9,88.3,8.3,0.0,nuageux
Grenoble,2024-06-11 03:00:00,18.6,89.5,17.4,1.9,pluvieux
Paris,2024-03-19 18:00:00,21.9,63.9,29.8,4.4,pluvieux
Bordeaux,2024-01-17T09:00:00,16.0,80.8,48.3,0.0,brumeux
Nantes,01/25/2024 15:00:00,5.5,89.3,37.0,0.0,nuageux
Toulouse,11/05/2024 18:00,20.6,81.2,8.1,0.0,brumeux
Strasbourg,21/02/2024 22:00,10.2,92.5,16.2,0.0,brumeux
Lille,09/03/2024 16:00,15.2,63.6,43.4,0.0,brumeux
Strasbourg,2024-06-25 03:00:00,19.6,64.4,18.0,0.0,ensoleille
Strasbourg,2024-03-11 20:00:00,14.2,56.0,6.7,0.0,neigeux
Rouen,12/06/2024 16:00,"23,1",76.8,26.0,0.0,nuageux
Paris,2024-02-24T11:00:00,-0.1,92.4,24.0,0.0,
Toulouse,04/23/2024 04:00:00,19.6,146.1,44.7,0.0,brumeux
Lyon,12/03/2024 20:00,10.4,53.9,13.0,0.0,orageux
Lille,2024-05-15T11:00:00,14.0,82.4,36.3,0.0,nuageux
Rouen,25/01/2024 16:00,11.5,80.8,25.4,5.6,orageux
Paris,2024-03-31T23:00:00,15.2,66.7,18.4,4.1,pluvieux
Strasbourg,2024-02-17 13:00:00,"9,1",89.8,2.9,6.9,orageux
Rouen,2024-04-01T18:00:00,14.2,78.7,26.4,2.7,pluvieux
Lille,08/04/2024 16:00,"19,3",60.1,0.9,0.0,neigeux
Toulouse,2024-02-12T00:00:00,14.4,91.7,39.3,9.4,pluvieux
Nantes,21/04/2024 06:00,9.7,70.9,29.4,0.0,ensoleille
Bordeaux,2024-02-04 20:00:00,5.9,54.3,49.8,0.7,pluvieux
Bordeaux,19/03/2024 05:00,"17,0",40.3,8.7,9.3,orageux
Paris,2024-03-09 20:00:00,8.8,49.0,14.1,0.0,ensoleille
Bordeaux,24/01/2024 18:00,11.8,75.3,32.9,0.0,pluvieux
Lyon,2024-06-09T16:00:00,32.4,79.7,27.4,0.0,nuageux
Nantes,2024-06-09 19:00:00,25.6,88.1,40.3,0.0,brumeux
Lyon,12/03/2024 13:00,17.5,90.3,17.7,0.5,pluvieux
Grenoble,06/20/2024 21:00:00,26.8,42.1,36.5,0.0,ensoleille
Nantes,02/07/2024 06:00:00,3.7,78.0,8.3,0.0,nuageux
Bordeaux,2024-01-11T16:00:00,5.5,90.6,35.5,0.0,nuageux
Nantes,16/01/2024 09:00,-2.1,74.9,25.5,0.0,brumeux
Marseille,2024-02-22 03:00:00,14.5,93.4,35.7,0.0,nuageux
Bordeaux,17/04/2024 18:00,17.6,84.2,0.3,0.0,brumeux
Grenoble,2024-05-24T13:00:00,18.4,82.3,14.1,0.0,brumeux
Paris,04/14/2024 17:00:00,8.0,72.7,35.6,0.8,pluvieux
Strasbourg,2024-05-26 10:00:00,9.0,89.5,17.8,0.0,nuageux
Grenoble,27/01/2024 10:00,6.4,51.0,29.1,0.0,brumeux
Toulouse,05/02/2024 04:00,10.3,65.8,12.5,0.0,pluvieux
Rouen,2024-05-15T20:00:00,11.2,81.1,29.8,0.0,brumeux
Bordeaux,03/30/2024 06:00:00,10.6,46.6,8.1,0.0,nuageux
Toulouse,2024-06-12 11:00:00,26.0,94.7,23.8,0.0,brumeux
Grenoble,2024-05-03T20:00:00,7.6,87.2,10.6,0.0,brumeux
Toulouse,01/03/2024 22:00,"13,4",63.7,6.9,0.0,brumeux
Grenoble,03/29/2024 13:00:00,22.4,56.6,28.2,0.0,nuageux
Paris,2024-03-26 04:00:00,14.1,52.2,40.2,0.0,nuageux
Nantes,2024-06-09 08:00:00,21.2,58.2,29.7,2.0,pluvieux
Toulouse,2024-05-24T20:00:00,19.5,65.0,35.2,0.0,nuageux
Grenoble,26/03/2024 15:00,13.0,77.1,0.2,0.0,nuageux
Grenoble,05/22/2024 08:00:00,15.2,72.3,27.0,0.0,pluvieux
Rouen,2024-04-21 20:00:00,9.0,90.1,46.9,0.0,brumeux
Paris,2024-02-17T14:00:00,1.2,93.8,4.7,0.0,nuageux
Lyon,04/02/2024 13:00:00,18.5,52.7,31.5,0.0,brumeux
Paris,01/31/2024 02:00:00,2.2,79.7,20.6,0.0,brumeux
Marseille,16/05/2024 13:00,14.4,41.4,25.9,0.0,ensoleille
Lyon,2024-06-21T09:00:00,32.5,80.3,47.7,0.0,brumeux
Toulouse,2024-04-14T20:00:00,"14,3",78.1,46.3,0.0,neigeux
Grenoble,02/26/2024 20:00:00,4.9,94.8,22.8,0.0,
Bordeaux,28/03/2024 16:00,12.4,41.9,15.7,4.4,pluvieux
Rouen,2024-01-14 13:00:00,"9,0",49.0,22.8,0.0,ensoleille
Paris,05/04/2024 23:00:00,12.1,77.5,44.0,0.0,orageux
Bordeaux,2024-02-23 03:00:00,13.7,41.4,0.9,0.0,neigeux
Grenoble,06/13/2024 14:00:00,26.9,43.1,27.4,0.0,ensoleille
Marseille,2024-01-07T20:00:00,4.5,52.9,13.5,0.0,orageux
Lyon,24/01/2024 11:00,9.5,44.2,19.0,0.0,orageux
Nantes,24/06/2024 17:00,26.4,88.7,33.4,0.0,nuageux
Nantes,2024-04-06 09:00:00,9.3,56.7,22.7,2.5,pluvieux
Toulouse,2024-02-27T08:00:00,12.7,92.0,28.9,0.0,nuageux
Grenoble,2024-03-26T09:00:00,16.2,55.0,26.0,0.0,orageux
Rouen,2024-03-12 05:00:00,null,78.7,23.5,0.0,ensoleille
Lille,2024-06-04 17:00:00,30.9,79.1,21.9,0.0,ensoleille
Strasbourg,06/29/2024 20:00:00,30.9,84.3,17.2,0.0,brumeux
Rouen,2024-06-26T10:00:00,18.4,91.7,25.5,7.2,orageux
Bordeaux,2024-01-04T08:00:00,12.2,68.2,7.7,5.5,pluvieux
Marseille,2024-02-29T00:00:00,14.1,43.6,18.7,0.0,pluvieux
Lille,11/06/2024 11:00,23.0,48.4,19.4,0.0,nuageux
Nantes,2024-03-02 05:00:00,17.1,44.4,21.3,0.0,neigeux
Rouen,03/06/2024 17:00,21.6,40.1,4.3,5.4,pluvieux
Lyon,01/23/2024 09:00:00,7.5,47.5,11.5,0.0,neigeux
Lille,01/28/2024 03:00:00,10.6,64.1,32.9,0.0,brumeux
Bordeaux,06/25/2024 18:00:00,21.5,67.8,15.9,5.9,pluvieux
Nantes,01/18/2024 14:00:00,5.0,44.4,42.9,9.2,pluvieux
Bordeaux,21/03/2024 04:00,15.5,40.1,8.6,0.0,pluvieux
Lyon,22/05/2024 13:00,22.3,64.8,16.4,8.3,orageux
Nantes,2024-04-13T05:00:00,13.1,73.4,10.9,9.0,pluvieux
Bordeaux,12/03/2024 22:00,19.3,106.8,35.4,2.8,pluvieux
Lyon,02/29/2024 17:00:00,-0.6,81.7,8.5,6.7,orageux
Rouen,09/03/2024 23:00,12.6,50.1,18.8,0.0,pluvieux
Toulouse,05/20/2024 15:00:00,22.6,88.1,31.1,0.0,brumeux
Rouen,01/23/2024 23:00:00,5.5,61.5,4.0,7.8,pluvieux
Strasbourg,02/10/2024 15:00:00,6.3,61.9,25.6,0.0,orageux
Strasbourg,26/06/2024 16:00,17.2,75.5,37.4,0.0,orageux
Lyon,2024-02-01T13:00:00,-0.9,49.5,45.0,0.0,nuageux
Grenoble,2024-06-15 02:00:00,30.4,58.4,38.7,0.0,nuageux
Lille,03/16/2024 18:00:00,6.2,77.7,21.4,0.0,nuageux
Nantes,06/15/2024 12:00:00,23.5,40.1,37.6,0.0,ensoleille
Lyon,06/27/2024 19:00:00,20.4,79.4,23.1,0.0,nuageux
Strasbourg,06/28/2024 02:00:00,22.4,78.0,3.6,0.0,ensoleille
Toulouse,2024-03-07T12:00:00,18.6,61.8,40.5,3.2,pluvieux
Strasbourg,11/03/2024 10:00,14.6,55.3,15.1,0.0,nuageux
Lyon,23/01/2024 15:00,"12,1",60.0,24.5,0.0,pluvieux
Rouen,2024-01-11T19:00:00,0.5,44.9,15.2,0.0,orageux
Grenoble,03/25/2024 22:00:00,10.5,70.2,17.2,0.0,neigeux
Nantes,2024-02-27T21:00:00,-2.9,44.7,0.5,0.0,ensoleille
Marseille,2024-05-13T09:00:00,10.3,53.8,28.3,0.0,neigeux
Lyon,01/14/2024 11:00:00,-0.4,43.7,28.3,0.0,pluvieux
Paris,2024-06-20T19:00:00,20.9,59.4,14.7,0.0,ensoleille
Toulouse,13/01/2024 00:00,3.5,66.3,3.9,2.0,pluvieux
Paris,12/01/2024 00:00,8.2,88.6,22.5,0.0,brumeux
Marseille,10/03/2024 11:00,18.2,62.7,43.0,0.0,neigeux
Grenoble,13/03/2024 05:00,8.9,71.3,42.7,0.0,ensoleille
Bordeaux,2024-05-02 05:00:00,"12,4",91.1,21.0,7.5,pluvieux
Grenoble,2024-03-01T22:00:00,21.4,,14.2,0.0,nuageux
Rouen,2024-02-10 01:00:00,10.0,94.2,23.6,6.3,
Bordeaux,2024-06-02T23:00:00,35.2,71.5,5.5,0.0,nuageux
Rouen,28/01/2024 19:00,4.0,71.2,44.0,0.0,pluvieux
Bordeaux,2024-04-01T14:00:00,15.3,81.2,28.7,0.0,brumeux
Lyon,2024-06-28T20:00:00,"23,3",78.1,22.6,0.0,nuageux
Lille,2024-02-28 16:00:00,6.5,88.7,10.2,0.0,nuageux
Toulouse,2024-06-19 13:00:00,33.5,91.3,39.6,0.0,nuageux
Rouen,2024-01-10T14:00:00,-1.8,85.8,36.2,0.0,nuageux
Bordeaux,2024-02-18 21:00:00,-80.0,94.9,43.0,0.0,nuageux
Marseille,05/21/2024 23:00:00,15.6,94.5,48.5,0.0,brumeux
Nantes,07/02/2024 19:00,11.8,73.3,15.5,3.4,pluvieux
Grenoble,03/20/2024 19:00:00,10.1,64.3,10.5,1.1,pluvieux
Grenoble,04/10/2024 14:00:00,8.8,41.3,18.7,4.6,pluvieux
Paris,2024-06-10T23:00:00,29.1,80.0,27.3,0.0,nuageux
Lille,2024-06-18T11:00:00,27.0,62.2,35.3,0.0,ensoleille
Grenoble,03/03/2024 15:00,"14,8",40.4,28.9,0.0,pluvieux
Nantes,2024-02-09T21:00:00,11.9,54.1,26.6,0.0,orageux
Marseille,2024-06-18T18:00:00,26.6,59.2,45.7,7.8,pluvieux
Bordeaux,02/18/2024 16:00:00,9.7,88.1,13.6,0.0,nuageux
Nantes,2024-04-27 13:00:00,21.5,74.6,29.4,0.0,ensoleille
Rouen,2024-01-05 03:00:00,11.4,82.7,36.1,2.4,pluvieux
Bordeaux,2024-03-07T19:00:00,10.5,92.3,32.6,0.0,nuageux
Grenoble,2024-05-25T19:00:00,"20,2",65.3,40.3,0.9,pluvieux
Lille,2024-05-29 08:00:00,5.3,64.9,30.5,0.0,neigeux
Strasbourg,2024-04-02T12:00:00,5.8,92.3,24.8,8.8,orageux
Nantes,2024-05-26 17:00:00,12.3,41.3,46.0,0.0,neigeux
Bordeaux,2024-01-12T03:00:00,6.6,82.4,41.1,0.0,brumeux
Bordeaux,04/16/2024 15:00:00,12.6,56.9,42.7,0.0,
Toulouse,2024-04-07 19:00:00,22.5,62.7,21.2,9.0,orageux
Lyon,06/05/2024 09:00:00,23.1,88.9,22.7,0.0,nuageux
Rouen,2024-05-05 18:00:00,21.5,44.1,9.3,1.8,pluvieux
Strasbourg,2024-03-06 16:00:00,20.0,89.8,17.8,0.0,brumeux
Marseille,2024-03-23 22:00:00,19.6,82.1,33.5,0.0,brumeux
Nantes,2024-05-01 15:00:00,"14,9",85.8,8.9,6.3,pluvieux
Rouen,22/04/2024 21:00,15.1,85.1,18.9,0.0,brumeux
Toulouse,2024-02-11 18:00:00,0.1,87.6,24.0,0.0,brumeux
Grenoble,02/07/2024 17:00:00,"11,7",62.1,28.1,9.0,orageux
Rouen,18/02/2024 19:00,4.6,92.1,24.2,0.0,brumeux
Rouen,01/16/2024 00:00:00,3.6,74.3,21.3,0.0,brumeux
Lille,01/12/2024 01:00:00,-1.5,88.4,6.7,0.0,brumeux
Bordeaux,2024-06-15T11:00:00,32.5,68.1,46.7,0.0,nuageux
Strasbourg,2024-05-22 20:00:00,null,94.8,25.1,4.0,pluvieux
Lille,01/14/2024 04:00:00,9.9,77.2,40.9,0.0,pluvieux
Toulouse,2024-06-20 02:00:00,23.3,51.7,13.8,0.0,nuageux
Lille,28/02/2024 21:00,5.8,53.2,30.9,3.9,pluvieux
Marseille,22/05/2024 23:00,75.0,91.9,12.9,8.0,orageux
Lyon,04/25/2024 02:00:00,19.6,63.3,5.0,5.3,orageux
Strasbourg,2024-06-16T08:00:00,26.0,55.3,29.2,0.0,ensoleille
Lille,2024-06-01T22:00:00,15.0,88.1,11.5,7.7,pluvieux
Lyon,20/03/2024 09:00,10.5,42.1,4.5,0.0,nuageux
Paris,2024-04-23 13:00:00,21.8,50.4,12.2,0.0,nuageux
Paris,03/18/2024 21:00:00,14.6,51.8,47.3,0.0,ensoleille
Bordeaux,2024-06-11T05:00:00,28.1,50.6,32.0,4.8,pluvieux
Lille,06/16/2024 09:00:00,17.1,84.6,39.0,0.0,nuageux
Rouen,2024-02-23 22:00:00,11.3,62.8,18.6,0.0,neigeux
Grenoble,2024-06-10 12:00:00,21.9,81.7,38.2,0.0,nuageux
Paris,2024-03-20T14:00:00,15.7,64.0,35.2,7.1,orageux
Lille,10/01/2024 12:00,4.9,42.2,36.5,0.0,orageux
Marseille,06/29/2024 02:00:00,21.1,74.1,33.6,0.0,ensoleille
Rouen,2024-06-24 05:00:00,20.0,52.3,5.2,0.0,nuageux
Lille,2024-04-10 12:00:00,10.4,73.4,23.9,0.0,neigeux
Toulouse,2024-05-12T02:00:00,11.6,43.8,40.0,4.3,pluvieux
Paris,04/28/2024 10:00:00,12.8,49.9,45.1,0.0,ensoleille
Bordeaux,30/05/2024 04:00,12.8,56.8,38.8,0.0,neigeux
Grenoble,05/12/2024 05:00:00,21.2,49.9,30.3,4.1,pluvieux
Nantes,01/10/2024 20:00:00,1.6,78.6,0.7,3.2,pluvieux
Nantes,08/06/2024 21:00,19.4,46.9,2.7,7.0,orageux
Toulouse,23/02/2024 14:00,2.4,70.0,19.0,0.0,orageux
Marseille,27/02/2024 06:00,2.7,54.7,42.8,8.8,orageux
Toulouse,2024-02-23 03:00:00,5.2,,35.4,0.0,brumeux
Nantes,2024-02-02 07:00:00,12.4,74.1,14.7,0.0,ensoleille
Strasbourg,2024-05-14T17:00:00,5.1,79.4,25.6,7.0,orageux
Toulouse,2024-05-08 14:00:00,20.8,48.4,46.1,2.4,pluvieux
Lille,2024-03-15 10:00:00,5.7,85.6,40.1,0.8,pluvieux
Grenoble,03/23/2024 18:00:00,17.5,51.2,38.6,0.0,orageux
Paris,2024-01-09T02:00:00,4.3,43.8,20.0,0.0,nuageux
Lyon,01/10/2024 08:00:00,-2.0,50.0,34.1,1.4,pluvieux
Bordeaux,2024-06-30 11:00:00,"24,4",54.9,44.5,0.0,nuageux
Lille,2024-01-21T15:00:00,9.7,49.2,9.3,0.0,orageux
Toulouse,01/05/2024 08:00:00,12.9,48.5,30.9,1.3,pluvieux
Bordeaux,2024-05-11T17:00:00,10.7,94.8,16.9,2.1,pluvieux
Nantes,2024-01-04 18:00:00,"3,3",69.0,7.3,0.6,pluvieux
Bordeaux,04/29/2024 05:00:00,"18,3",78.8,32.9,0.0,ensoleille
Rouen,2024-02-27 19:00:00,7.4,,48.5,0.0,brumeux
Lille,04/24/2024 23:00:00,13.8,74.3,17.7,0.0,pluvieux
Nantes,2024-03-13T08:00:00,20.9,78.2,13.7,4.2,pluvieux
Nantes,2024-05-30T17:00:00,10.5,94.4,0.2,0.0,brumeux
Rouen,2024-05-23T15:00:00,22.2,64.9,27.9,0.0,ensoleille
Grenoble,03/02/2024 02:00:00,17.1,49.1,11.1,0.8,pluvieux
Paris,01/06/2024 18:00:00,7.5,71.6,32.8,0.0,neigeux
Nantes,2024-03-24T05:00:00,7.6,42.4,35.6,0.0,orageux
Paris,06/12/2024 21:00:00,28.3,66.4,8.9,0.0,
Grenoble,04/26/2024 04:00:00,13.2,73.5,27.1,0.0,
Paris,04/10/2024 07:00:00,17.6,41.1,32.4,4.6,pluvieux
Toulouse,2024-02-02 14:00:00,13.9,67.9,25.8,0.0,orageux
Lyon,2024-05-03T18:00:00,18.6,75.2,11.3,0.0,pluvieux
Paris,13/06/2024 13:00,24.5,79.7,0.8,0.0,ensoleille
Toulouse,05/15/2024 22:00:00,11.9,68.6,10.0,0.0,nuageux
Lille,2024-02-16T03:00:00,9.4,45.1,15.9,0.0,ensoleille
Marseille,24/04/2024 00:00,23.9,74.5,32.4,0.0,nuageux
Rouen,01/12/2024 22:00:00,8.5,63.7,44.6,2.6,pluvieux
Grenoble,27/02/2024 16:00,2.2,65.7,11.7,0.0,brumeux
Marseille,2024-04-04 05:00:00,12.6,79.0,39.9,0.0,
Bordeaux,2024-01-15T18:00:00,4.7,46.1,31.1,6.2,orageux
Nantes,10/01/2024 22:00,12.2,62.8,27.6,3.9,pluvieux
Rouen,04/25/2024 21:00:00,16.2,59.9,40.3,0.0,brumeux
Grenoble,2024-01-18T19:00:00,3.1,61.2,13.7,0.0,brumeux
Paris,2024-02-16T04:00:00,7.9,85.6,42.5,6.9,pluvieux
Paris,02/29/2024 11:00:00,2.7,67.5,35.3,0.0,brumeux
Bordeaux,2024-03-16T22:00:00,10.3,69.3,34.3,0.0,ensoleille
Grenoble,2024-01-26T22:00:00,11.9,49.3,0.2,0.0,nuageux
Bordeaux,01/11/2024 06:00:00,11.0,44.5,25.5,0.0,orageux
Grenoble,2024-04-28T04:00:00,19.2,45.1,20.7,0.0,pluvieux
Paris,2024-01-09T04:00:00,11.5,49.7,2.2,0.0,nuageux
Lyon,2024-06-22 20:00:00,21.1,42.5,5.5,9.0,orageux
Nantes,2024-05-09 22:00:00,13.1,92.6,35.2,3.3,pluvieux
Rouen,24/06/2024 02:00,"25,7",49.9,31.6,0.0,nuageux
Grenoble,02/05/2024 01:00,11.3,40.1,37.1,0.0,brumeux
Lille,2024-06-04 09:00:00,24.3,43.2,42.1,3.6,pluvieux
Lille,2024-01-10 07:00:00,2.1,80.0,43.7,0.0,nuageux
Lyon,25/03/2024 15:00,12.9,56.7,3.0,0.0,brumeux
Strasbourg,2024-05-10T07:00:00,6.5,72.9,2.0,0.0,brumeux
Grenoble,2024-01-25 08:00:00,"0,2",54.8,13.0,0.1,pluvieux
Toulouse,2024-06-23 04:00:00,34.6,71.7,15.0,8.9,orageux
Toulouse,01/23/2024 21:00:00,5.5,93.6,41.2,6.6,orageux
Bordeaux,04/04/2024 19:00,22.0,90.8,14.7,0.0,nuageux
Grenoble,2024-02-03T04:00:00,-1.1,92.2,31.0,0.0,nuageux
Rouen,2024-03-12T14:00:00,null,42.6,23.3,0.0,orageux
Grenoble,2024-04-15T01:00:00,9.7,48.1,27.7,0.0,orageux
Strasbourg,03/12/2024 04:00:00,11.4,53.8,16.6,0.0,neigeux
Grenoble,2024-05-21 14:00:00,15.3,42.4,11.2,0.0,neigeux
Lyon,2024-01-30T00:00:00,12.3,46.3,17.2,3.9,pluvieux
Lyon,01/27/2024 04:00:00,8.2,86.4,14.6,1.5,pluvieux
Lille,2024-04-18 13:00:00,19.7,42.6,16.5,0.0,neigeux
Bordeaux,11/06/2024 11:00,30.6,119.6,41.0,0.0,ensoleille
Strasbourg,03/07/2024 05:00:00,12.3,56.3,45.2,1.4,pluvieux
Toulouse,03/05/2024 23:00,25.0,72.2,11.5,1.1,pluvieux
Grenoble,2024-04-29T23:00:00,"17,9",85.2,16.2,0.0,nuageux
Marseille,2024-05-13T02:00:00,"23,1",74.6,20.8,0.0,ensoleille
Bordeaux,12/05/2024 17:00,23.7,83.7,0.2,0.0,nuageux
Marseille,2024-04-19 10:00:00,"21,9",54.0,45.9,0.0,nuageux
Bordeaux,2024-04-23T17:00:00,"21,3",54.5,37.8,0.0,ensoleille
Paris,2024-04-07T11:00:00,21.4,89.9,36.2,1.0,pluvieux
Toulouse,22/04/2024 09:00,13.3,94.1,14.9,0.0,
Paris,06/23/2024 17:00:00,24.0,46.8,17.9,0.0,nuageux
Lyon,2024-02-26 14:00:00,10.2,50.8,9.2,2.0,pluvieux
Strasbourg,06/10/2024 20:00:00,19.5,76.0,1.6,0.0,neigeux
Paris,01/27/2024 10:00:00,1.8,77.5,43.9,0.0,nuageux
Marseille,2024-02-25T03:00:00,4.0,54.0,12.9,0.0,brumeux
Grenoble,19/04/2024 05:00,21.4,143.5,44.4,0.0,ensoleille
Bordeaux,28/02/2024 04:00,11.0,59.5,1.0,9.5,
Strasbourg,2024-02-01T17:00:00,6.8,58.9,48.9,0.0,orageux
Lyon,04/03/2024 19:00,"8,4",50.5,46.2,0.0,orageux
Paris,2024-04-26T12:00:00,22.9,53.1,37.5,0.0,ensoleille
Lyon,04/24/2024 17:00:00,"18,5",73.8,19.2,0.0,nuageux
Lille,04/08/2024 18:00:00,17.7,52.9,26.6,0.0,pluvieux
Grenoble,2024-04-05T03:00:00,12.5,62.2,2.6,0.0,neigeux
Bordeaux,2024-05-21T07:00:00,12.9,48.3,3.8,0.0,neigeux
Paris,2024-04-25T22:00:00,12.3,68.1,23.3,6.2,orageux
Grenoble,2024-04-11T18:00:00,19.1,52.8,38.3,0.0,pluvieux
Marseille,2024-05-11 22:00:00,16.2,57.4,8.5,0.0,brumeux
Lille,2024-05-23T05:00:00,18.4,52.1,17.3,2.5,pluvieux
Lyon,2024-03-25T19:00:00,19.4,83.5,47.0,0.0,brumeux
Paris,2024-06-13 10:00:00,20.4,86.1,44.1,0.0,brumeux
Toulouse,2024-05-27 20:00:00,11.6,65.8,37.2,2.0,pluvieux
Paris,02/12/2024 05:00:00,12.0,63.8,10.9,0.0,orageux
Rouen,05/11/2024 04:00:00,11.6,87.5,19.7,4.3,pluvieux
Lyon,21/01/2024 23:00,-1.4,70.3,44.9,6.9,orageux
Rouen,05/01/2024 22:00:00,15.6,68.3,35.8,0.0,nuageux
Strasbourg,03/16/2024 10:00:00,8.9,47.1,32.4,2.2,pluvieux
Toulouse,03/24/2024 21:00:00,"21,9",52.9,34.3,9.6,orageux
Marseille,27/05/2024 02:00,13.0,88.2,20.4,0.0,brumeux
Lyon,2024-05-03 23:00:00,18.2,63.1,37.8,8.3,pluvieux
Strasbourg,08/01/2024 20:00,NA,52.9,35.4,0.0,ensoleille
Rouen,2024-01-22T22:00:00,3.2,62.1,9.7,0.0,nuageux
Rouen,01/29/2024 01:00:00,12.4,46.2,14.1,0.0,
Toulouse,2024-06-08T18:00:00,33.7,52.2,22.0,0.0,nuageux
Paris,2024-04-15T08:00:00,15.8,44.8,48.5,4.1,pluvieux
Strasbourg,2024-01-08T22:00:00,9.5,56.7,16.4,9.5,orageux
Bordeaux,2024-05-20 07:00:00,20.9,42.9,37.5,0.0,ensoleille
Grenoble,23/03/2024 05:00,16.4,62.1,16.8,0.0,brumeux
Paris,06/10/2024 02:00:00,29.4,56.0,8.1,0.0,nuageux
Rouen,2024-02-29 06:00:00,4.7,66.1,3.2,0.0,ensoleille
Bordeaux,2024-06-06 14:00:00,23.4,74.9,28.0,0.0,nuageux
Lille,01/03/2024 10:00,20.0,75.0,40.4,9.6,orageux
Lille,02/06/2024 17:00:00,0.5,52.6,20.7,0.0,neigeux
Lille,01/02/2024 23:00:00,9.8,93.4,35.2,4.4,pluvieux
Toulouse,2024-02-02 07:00:00,"7,8",46.5,39.3,0.0,nuageux
Strasbourg,2024-01-17T11:00:00,null,84.7,26.9,4.3,pluvieux
Toulouse,2024-02-17 06:00:00,9.8,50.7,6.5,7.3,pluvieux
Paris,2024-03-15T18:00:00,16.2,63.2,3.5,1.2,pluvieux
Lille,2024-02-16T04:00:00,"1,0",48.7,10.6,0.0,nuageux
Marseille,2024-02-07 03:00:00,1.1,52.8,20.9,0.0,orageux
Bordeaux,26/04/2024 17:00,20.2,60.3,42.4,7.0,orageux
Rouen,2024-02-15T06:00:00,1.4,43.3,22.8,0.0,brumeux
Rouen,2024-05-17 17:00:00,9.3,83.3,37.1,0.0,nuageux
Marseille,06/05/2024 23:00:00,27.6,54.9,12.9,0.0,ensoleille
Nantes,02/12/2024 02:00:00,7.2,51.7,46.8,0.0,brumeux
Toulouse,04/12/2024 05:00:00,23.6,54.4,38.4,0.0,ensoleille
Lille,2024-05-05T06:00:00,12.9,66.0,23.1,0.0,nuageux
Bordeaux,2024-04-20T09:00:00,14.6,77.9,19.2,0.0,neigeux
Lyon,01/07/2024 14:00:00,4.5,92.4,46.5,0.0,nuageux
Lyon,2024-02-19 10:00:00,75.0,49.8,36.0,0.0,brumeux
Lyon,12/03/2024 08:00,18.4,149.6,6.1,0.0,ensoleille
Rouen,2024-01-15T20:00:00,3.1,84.2,8.8,8.4,orageux
